,xmin,ymin,xmax,ymax,label,score,geometry
16,336.0,78.0,394.0,137.0,Tree,0.5369603037834167,"POLYGON ((394 78, 394 137, 336 137, 336 78, 394 78))"
17,213.0,188.0,276.0,250.0,Tree,0.5314586162567139,"POLYGON ((276 188, 276 250, 213 250, 213 188, 276 188))"
18,91.0,176.0,173.0,267.0,Tree,0.5232266783714294,"POLYGON ((173 176, 173 267, 91 267, 91 176, 173 176))"
19,157.0,146.0,216.0,210.0,Tree,0.5199897289276123,"POLYGON ((216 146, 216 210, 157 210, 157 146, 216 146))"
20,268.0,31.0,334.0,97.0,Tree,0.5172264575958252,"POLYGON ((334 31, 334 97, 268 97, 268 31, 334 31))"
21,0.0,194.0,17.0,225.0,Tree,0.509502112865448,"POLYGON ((17 194, 17 225, 0 225, 0 194, 17 194))"
22,2.0,383.0,26.0,399.0,Tree,0.5079712271690369,"POLYGON ((26 383, 26 399, 2 399, 2 383, 26 383))"
23,2.0,256.0,41.0,297.0,Tree,0.5015813112258911,"POLYGON ((41 256, 41 297, 2 297, 2 256, 41 256))"
24,32.0,355.0,85.0,399.0,Tree,0.5014822483062744,"POLYGON ((85 355, 85 399, 32 399, 32 355, 85 355))"
25,173.0,358.0,215.0,395.0,Tree,0.498410165309906,"POLYGON ((215 358, 215 395, 173 395, 173 358, 215 358))"
26,310.0,0.0,358.0,29.0,Tree,0.4899523854255676,"POLYGON ((358 0, 358 29, 310 29, 310 0, 358 0))"
27,94.0,68.0,162.0,131.0,Tree,0.488706111907959,"POLYGON ((162 68, 162 131, 94 131, 94 68, 162 68))"
28,24.0,229.0,60.0,259.0,Tree,0.475408136844635,"POLYGON ((60 229, 60 259, 24 259, 24 229, 60 229))"
29,239.0,373.0,284.0,399.0,Tree,0.46822887659072876,"POLYGON ((284 373, 284 399, 239 399, 239 373, 284 373))"
30,2.0,108.0,56.0,176.0,Tree,0.4661475121974945,"POLYGON ((56 108, 56 176, 2 176, 2 108, 56 108))"
31,0.0,235.0,17.0,263.0,Tree,0.46083885431289673,"POLYGON ((17 235, 17 263, 0 263, 0 235, 17 235))"
32,228.0,0.0,299.0,37.0,Tree,0.4572330713272095,"POLYGON ((299 0, 299 37, 228 37, 228 0, 299 0))"
33,23.0,181.0,73.0,232.0,Tree,0.45382606983184814,"POLYGON ((73 181, 73 232, 23 232, 23 181, 73 181))"
34,25.0,17.0,96.0,100.0,Tree,0.44110625982284546,"POLYGON ((96 17, 96 100, 25 100, 25 17, 96 17))"
35,365.0,0.0,399.0,32.0,Tree,0.43886739015579224,"POLYGON ((399 0, 399 32, 365 32, 365 0, 399 0))"
36,89.0,16.0,144.0,74.0,Tree,0.42729806900024414,"POLYGON ((144 16, 144 74, 89 74, 89 16, 144 16))"
37,168.0,206.0,202.0,241.0,Tree,0.4246349036693573,"POLYGON ((202 206, 202 241, 168 241, 168 206, 202 206))"
38,310.0,186.0,346.0,225.0,Tree,0.4138683080673218,"POLYGON ((346 186, 346 225, 310 225, 310 186, 346 186))"
39,277.0,126.0,320.0,162.0,Tree,0.40588662028312683,"POLYGON ((320 126, 320 162, 277 162, 277 126, 320 126))"
40,367.0,33.0,400.0,80.0,Tree,0.4056040942668915,"POLYGON ((400 33, 400 80, 367 80, 367 33, 400 33))"
41,317.0,123.0,351.0,161.0,Tree,0.3964630663394928,"POLYGON ((351 123, 351 161, 317 161, 317 123, 351 123))"
42,200.0,82.0,234.0,112.0,Tree,0.3879839777946472,"POLYGON ((234 82, 234 112, 200 112, 200 82, 234 82))"
43,180.0,66.0,206.0,94.0,Tree,0.3676530718803406,"POLYGON ((206 66, 206 94, 180 94, 180 66, 206 66))"
44,205.0,42.0,231.0,69.0,Tree,0.34600913524627686,"POLYGON ((231 42, 231 69, 205 69, 205 42, 231 42))"
45,0.0,338.0,9.0,366.0,Tree,0.34334203600883484,"POLYGON ((9 338, 9 366, 0 366, 0 338, 9 338))"
46,282.0,230.0,308.0,256.0,Tree,0.33838459849357605,"POLYGON ((308 230, 308 256, 282 256, 282 230, 308 230))"
47,235.0,292.0,262.0,319.0,Tree,0.3362366855144501,"POLYGON ((262 292, 262 319, 235 319, 235 292, 262 292))"
48,380.0,253.0,400.0,290.0,Tree,0.32266029715538025,"POLYGON ((400 253, 400 290, 380 290, 380 253, 400 253))"
49,206.0,385.0,235.0,399.0,Tree,0.29131871461868286,"POLYGON ((235 385, 235 399, 206 399, 206 385, 235 385))"
50,85.0,381.0,121.0,399.0,Tree,0.2910950779914856,"POLYGON ((121 381, 121 399, 85 399, 85 381, 121 381))"
51,74.0,181.0,101.0,214.0,Tree,0.2710406482219696,"POLYGON ((101 181, 101 214, 74 214, 74 181, 101 181))"
52,382.0,173.0,400.0,211.0,Tree,0.2685936987400055,"POLYGON ((400 173, 400 211, 382 211, 382 173, 400 173))"
53,215.0,361.0,238.0,382.0,Tree,0.26580867171287537,"POLYGON ((238 361, 238 382, 215 382, 215 361, 238 361))"
54,135.0,391.0,166.0,400.0,Tree,0.2474564164876938,"POLYGON ((166 391, 166 400, 135 400, 135 391, 166 391))"
55,336.0,167.0,367.0,196.0,Tree,0.24014033377170563,"POLYGON ((367 167, 367 196, 336 196, 336 167, 367 167))"
56,0.0,50.0,15.0,90.0,Tree,0.22738856077194214,"POLYGON ((15 50, 15 90, 0 90, 0 50, 15 50))"
57,89.0,0.0,125.0,18.0,Tree,0.21789003908634186,"POLYGON ((125 0, 125 18, 89 18, 89 0, 125 0))"
58,14.0,321.0,44.0,353.0,Tree,0.2168724238872528,"POLYGON ((44 321, 44 353, 14 353, 14 321, 44 321))"
0,326.0,556.0,384.0,613.0,Tree,0.8061507344245911,"POLYGON ((384 556, 384 613, 326 613, 326 556, 384 556))"
1,251.0,468.0,335.0,558.0,Tree,0.7246352434158325,"POLYGON ((335 468, 335 558, 251 558, 251 468, 335 468))"
2,2.0,656.0,65.0,727.0,Tree,0.7110089063644409,"POLYGON ((65 656, 65 727, 2 727, 2 656, 65 656))"
3,147.0,496.0,249.0,590.0,Tree,0.7038455605506897,"POLYGON ((249 496, 249 590, 147 590, 147 496, 249 496))"
4,350.0,761.0,398.0,799.0,Tree,0.6710174679756165,"POLYGON ((398 761, 398 799, 350 799, 350 761, 398 761))"
5,285.0,640.0,322.0,678.0,Tree,0.6545730829238892,"POLYGON ((322 640, 322 678, 285 678, 285 640, 322 640))"
6,194.0,593.0,269.0,671.0,Tree,0.6537332534790039,"POLYGON ((269 593, 269 671, 194 671, 194 593, 269 593))"
7,178.0,400.0,234.0,443.0,Tree,0.640704870223999,"POLYGON ((234 400, 234 443, 178 443, 178 400, 234 400))"
8,342.0,633.0,387.0,676.0,Tree,0.6261849999427795,"POLYGON ((387 633, 387 676, 342 676, 342 633, 387 633))"
9,359.0,505.0,399.0,548.0,Tree,0.6139795780181885,"POLYGON ((399 505, 399 548, 359 548, 359 505, 399 505))"
10,129.0,629.0,188.0,697.0,Tree,0.6107434034347534,"POLYGON ((188 629, 188 697, 129 697, 129 629, 188 629))"
11,335.0,410.0,400.0,499.0,Tree,0.5988046526908875,"POLYGON ((400 410, 400 499, 335 499, 335 410, 400 410))"
12,270.0,569.0,316.0,618.0,Tree,0.5575975775718689,"POLYGON ((316 569, 316 618, 270 618, 270 569, 316 569))"
13,66.0,706.0,134.0,763.0,Tree,0.553971529006958,"POLYGON ((134 706, 134 763, 66 763, 66 706, 134 706))"
14,42.0,753.0,85.0,799.0,Tree,0.5313231348991394,"POLYGON ((85 753, 85 799, 42 799, 42 753, 85 753))"
15,243.0,400.0,304.0,428.0,Tree,0.5204019546508789,"POLYGON ((304 400, 304 428, 243 428, 243 400, 304 400))"
16,59.0,546.0,111.0,598.0,Tree,0.5066693425178528,"POLYGON ((111 546, 111 598, 59 598, 59 546, 111 546))"
17,161.0,585.0,203.0,630.0,Tree,0.5022982954978943,"POLYGON ((203 585, 203 630, 161 630, 161 585, 203 585))"
18,152.0,724.0,233.0,797.0,Tree,0.4990755021572113,"POLYGON ((233 724, 233 797, 152 797, 152 724, 233 724))"
19,321.0,712.0,364.0,760.0,Tree,0.49856942892074585,"POLYGON ((364 712, 364 760, 321 760, 321 712, 364 712))"
20,65.0,607.0,128.0,674.0,Tree,0.49843600392341614,"POLYGON ((128 607, 128 674, 65 674, 65 607, 128 607))"
21,245.0,556.0,276.0,596.0,Tree,0.49487218260765076,"POLYGON ((276 556, 276 596, 245 596, 245 556, 276 556))"
22,64.0,471.0,97.0,509.0,Tree,0.4919404685497284,"POLYGON ((97 471, 97 509, 64 509, 64 471, 97 471))"
23,96.0,436.0,129.0,468.0,Tree,0.48864421248435974,"POLYGON ((129 436, 129 468, 96 468, 96 436, 129 436))"
24,52.0,400.0,82.0,415.0,Tree,0.48784011602401733,"POLYGON ((82 400, 82 415, 52 415, 52 400, 82 400))"
25,270.0,720.0,320.0,770.0,Tree,0.47726011276245117,"POLYGON ((320 720, 320 770, 270 770, 270 720, 320 720))"
26,81.0,402.0,118.0,431.0,Tree,0.47547832131385803,"POLYGON ((118 402, 118 431, 81 431, 81 402, 118 402))"
27,19.0,417.0,64.0,470.0,Tree,0.4721037745475769,"POLYGON ((64 417, 64 470, 19 470, 19 417, 64 417))"
28,119.0,456.0,177.0,516.0,Tree,0.466276079416275,"POLYGON ((177 456, 177 516, 119 516, 119 456, 177 456))"
29,311.0,616.0,342.0,645.0,Tree,0.4623339772224426,"POLYGON ((342 616, 342 645, 311 645, 311 616, 342 616))"
30,3.0,554.0,47.0,611.0,Tree,0.44997844099998474,"POLYGON ((47 554, 47 611, 3 611, 3 554, 47 554))"
31,231.0,758.0,276.0,799.0,Tree,0.4486788809299469,"POLYGON ((276 758, 276 799, 231 799, 231 758, 276 758))"
32,357.0,679.0,390.0,712.0,Tree,0.44067975878715515,"POLYGON ((390 679, 390 712, 357 712, 357 679, 390 679))"
33,267.0,683.0,305.0,719.0,Tree,0.43932193517684937,"POLYGON ((305 683, 305 719, 267 719, 267 683, 305 683))"
34,0.0,607.0,30.0,651.0,Tree,0.43090584874153137,"POLYGON ((30 607, 30 651, 0 651, 0 607, 30 607))"
35,146.0,691.0,189.0,731.0,Tree,0.42253535985946655,"POLYGON ((189 691, 189 731, 146 731, 146 691, 189 691))"
36,212.0,685.0,265.0,739.0,Tree,0.4147651493549347,"POLYGON ((265 685, 265 739, 212 739, 212 685, 265 685))"
37,211.0,431.0,273.0,493.0,Tree,0.40741223096847534,"POLYGON ((273 431, 273 493, 211 493, 211 431, 273 431))"
38,0.0,469.0,20.0,517.0,Tree,0.4065798819065094,"POLYGON ((20 469, 20 517, 0 517, 0 469, 20 469))"
39,15.0,777.0,45.0,799.0,Tree,0.39361831545829773,"POLYGON ((45 777, 45 799, 15 799, 15 777, 45 777))"
40,86.0,758.0,139.0,800.0,Tree,0.3917689621448517,"POLYGON ((139 758, 139 800, 86 800, 86 758, 139 758))"
41,17.0,478.0,63.0,533.0,Tree,0.38943299651145935,"POLYGON ((63 478, 63 533, 17 533, 17 478, 63 478))"
42,368.0,710.0,399.0,746.0,Tree,0.36489513516426086,"POLYGON ((399 710, 399 746, 368 746, 368 710, 399 710))"
43,137.0,420.0,180.0,460.0,Tree,0.35695478320121765,"POLYGON ((180 420, 180 460, 137 460, 137 420, 180 420))"
44,272.0,772.0,312.0,799.0,Tree,0.34511062502861023,"POLYGON ((312 772, 312 799, 272 799, 272 772, 312 772))"
45,26.0,743.0,49.0,766.0,Tree,0.34321317076683044,"POLYGON ((49 743, 49 766, 26 766, 26 743, 49 743))"
46,0.0,400.0,23.0,426.0,Tree,0.32486990094184875,"POLYGON ((23 400, 23 426, 0 426, 0 400, 23 400))"
47,384.0,541.0,400.0,570.0,Tree,0.3234947919845581,"POLYGON ((400 541, 400 570, 384 570, 384 541, 400 541))"
48,326.0,669.0,352.0,696.0,Tree,0.3221399188041687,"POLYGON ((352 669, 352 696, 326 696, 326 669, 352 669))"
49,390.0,742.0,400.0,770.0,Tree,0.2978740334510803,"POLYGON ((400 742, 400 770, 390 770, 390 742, 400 742))"
50,0.0,745.0,16.0,783.0,Tree,0.29076087474823,"POLYGON ((16 745, 16 783, 0 783, 0 745, 16 745))"
51,0.0,521.0,15.0,559.0,Tree,0.2623342275619507,"POLYGON ((15 521, 15 559, 0 559, 0 521, 15 521))"
52,64.0,515.0,96.0,546.0,Tree,0.2504597008228302,"POLYGON ((96 515, 96 546, 64 546, 64 515, 96 515))"
53,130.0,611.0,157.0,637.0,Tree,0.2468404471874237,"POLYGON ((157 611, 157 637, 130 637, 130 611, 157 611))"
54,391.0,672.0,400.0,702.0,Tree,0.23666879534721375,"POLYGON ((400 672, 400 702, 391 702, 391 672, 400 672))"
55,26.0,400.0,53.0,406.0,Tree,0.23341886699199677,"POLYGON ((53 400, 53 406, 26 406, 26 400, 53 400))"
56,0.0,423.0,18.0,464.0,Tree,0.23293468356132507,"POLYGON ((18 423, 18 464, 0 464, 0 423, 18 423))"
57,307.0,690.0,335.0,717.0,Tree,0.23280741274356842,"POLYGON ((335 690, 335 717, 307 717, 307 690, 335 690))"
58,140.0,400.0,169.0,407.0,Tree,0.22797630727291107,"POLYGON ((169 400, 169 407, 140 407, 140 400, 169 400))"
59,75.0,674.0,103.0,702.0,Tree,0.22782401740550995,"POLYGON ((103 674, 103 702, 75 702, 75 674, 103 674))"
60,0.0,783.0,7.0,799.0,Tree,0.2176876813173294,"POLYGON ((7 783, 7 799, 0 799, 0 783, 7 783))"
0,37.0,906.0,81.0,951.0,Tree,0.6966629028320312,"POLYGON ((81 906, 81 951, 37 951, 37 906, 81 906))"
1,67.0,1090.0,110.0,1138.0,Tree,0.6785367131233215,"POLYGON ((110 1090, 110 1138, 67 1138, 67 1090, 110 1090))"
2,176.0,1003.0,261.0,1091.0,Tree,0.6779063940048218,"POLYGON ((261 1003, 261 1091, 176 1091, 176 1003, 261 1003))"
3,76.0,942.0,117.0,983.0,Tree,0.6778849959373474,"POLYGON ((117 942, 117 983, 76 983, 76 942, 117 942))"
4,340.0,855.0,392.0,902.0,Tree,0.672858715057373,"POLYGON ((392 855, 392 902, 340 902, 340 855, 392 855))"
5,15.0,962.0,71.0,1020.0,Tree,0.6678970456123352,"POLYGON ((71 962, 71 1020, 15 1020, 15 962, 71 962))"
6,49.0,1142.0,92.0,1184.0,Tree,0.6549791693687439,"POLYGON ((92 1142, 92 1184, 49 1184, 49 1142, 92 1142))"
7,85.0,1014.0,138.0,1066.0,Tree,0.6398956179618835,"POLYGON ((138 1014, 138 1066, 85 1066, 85 1014, 138 1014))"
8,152.0,907.0,205.0,954.0,Tree,0.6091994643211365,"POLYGON ((205 907, 205 954, 152 954, 152 907, 205 907))"
9,86.0,878.0,141.0,932.0,Tree,0.6059440970420837,"POLYGON ((141 878, 141 932, 86 932, 86 878, 141 878))"
10,2.0,1020.0,55.0,1084.0,Tree,0.5993224382400513,"POLYGON ((55 1020, 55 1084, 2 1084, 2 1020, 55 1020))"
11,286.0,894.0,370.0,968.0,Tree,0.5980957746505737,"POLYGON ((370 894, 370 968, 286 968, 286 894, 370 894))"
12,199.0,881.0,236.0,917.0,Tree,0.5963266491889954,"POLYGON ((236 881, 236 917, 199 917, 199 881, 236 881))"
13,13.0,829.0,75.0,895.0,Tree,0.5935901999473572,"POLYGON ((75 829, 75 895, 13 895, 13 829, 75 829))"
14,187.0,942.0,245.0,994.0,Tree,0.5884809494018555,"POLYGON ((245 942, 245 994, 187 994, 187 942, 245 942))"
15,110.0,1065.0,151.0,1106.0,Tree,0.5821884870529175,"POLYGON ((151 1065, 151 1106, 110 1106, 110 1065, 151 1065))"
16,269.0,847.0,304.0,885.0,Tree,0.5737642049789429,"POLYGON ((304 847, 304 885, 269 885, 269 847, 304 847))"
17,114.0,947.0,172.0,1009.0,Tree,0.5609654784202576,"POLYGON ((172 947, 172 1009, 114 1009, 114 947, 172 947))"
18,154.0,1067.0,192.0,1103.0,Tree,0.5574160814285278,"POLYGON ((192 1067, 192 1103, 154 1103, 154 1067, 192 1067))"
19,290.0,804.0,332.0,851.0,Tree,0.5460673570632935,"POLYGON ((332 804, 332 851, 290 851, 290 804, 332 804))"
20,218.0,849.0,261.0,888.0,Tree,0.5372795462608337,"POLYGON ((261 849, 261 888, 218 888, 218 849, 261 849))"
21,369.0,1143.0,400.0,1188.0,Tree,0.5311368107795715,"POLYGON ((400 1143, 400 1188, 369 1188, 369 1143, 400 1143))"
22,150.0,1101.0,185.0,1135.0,Tree,0.5277342796325684,"POLYGON ((185 1101, 185 1135, 150 1135, 150 1101, 185 1101))"
23,334.0,809.0,380.0,855.0,Tree,0.5260069370269775,"POLYGON ((380 809, 380 855, 334 855, 334 809, 380 809))"
24,111.0,1108.0,146.0,1144.0,Tree,0.5159645676612854,"POLYGON ((146 1108, 146 1144, 111 1144, 111 1108, 146 1108))"
25,262.0,964.0,344.0,1053.0,Tree,0.5053182244300842,"POLYGON ((344 964, 344 1053, 262 1053, 262 964, 344 964))"
26,0.0,894.0,28.0,952.0,Tree,0.4984700083732605,"POLYGON ((28 894, 28 952, 0 952, 0 894, 28 894))"
27,351.0,951.0,400.0,1011.0,Tree,0.4975162744522095,"POLYGON ((400 951, 400 1011, 351 1011, 351 951, 400 951))"
28,3.0,1103.0,54.0,1166.0,Tree,0.48775559663772583,"POLYGON ((54 1103, 54 1166, 3 1166, 3 1103, 54 1103))"
29,136.0,1014.0,168.0,1049.0,Tree,0.4846443235874176,"POLYGON ((168 1014, 168 1049, 136 1049, 136 1014, 168 1014))"
30,81.0,829.0,121.0,865.0,Tree,0.48111435770988464,"POLYGON ((121 829, 121 865, 81 865, 81 829, 121 829))"
31,330.0,1043.0,395.0,1110.0,Tree,0.48100098967552185,"POLYGON ((395 1043, 395 1110, 330 1110, 330 1043, 395 1043))"
32,151.0,854.0,200.0,903.0,Tree,0.4734301269054413,"POLYGON ((200 854, 200 903, 151 903, 151 854, 200 854))"
33,195.0,1096.0,242.0,1145.0,Tree,0.45373621582984924,"POLYGON ((242 1096, 242 1145, 195 1145, 195 1096, 242 1096))"
34,129.0,1139.0,190.0,1193.0,Tree,0.45130449533462524,"POLYGON ((190 1139, 190 1193, 129 1193, 129 1139, 190 1139))"
35,218.0,1146.0,259.0,1186.0,Tree,0.44942188262939453,"POLYGON ((259 1146, 259 1186, 218 1186, 218 1146, 259 1146))"
36,209.0,914.0,241.0,943.0,Tree,0.44866475462913513,"POLYGON ((241 914, 241 943, 209 943, 209 914, 241 914))"
37,162.0,800.0,224.0,851.0,Tree,0.44802480936050415,"POLYGON ((224 800, 224 851, 162 851, 162 800, 224 800))"
38,46.0,1061.0,81.0,1100.0,Tree,0.44643449783325195,"POLYGON ((81 1061, 81 1100, 46 1100, 46 1061, 81 1061))"
39,265.0,1092.0,340.0,1171.0,Tree,0.44356223940849304,"POLYGON ((340 1092, 340 1171, 265 1171, 265 1092, 340 1092))"
40,379.0,893.0,400.0,936.0,Tree,0.4373772442340851,"POLYGON ((400 893, 400 936, 379 936, 379 893, 400 893))"
41,254.0,1170.0,292.0,1199.0,Tree,0.4362727105617523,"POLYGON ((292 1170, 292 1199, 254 1199, 254 1170, 292 1170))"
42,315.0,1160.0,373.0,1199.0,Tree,0.42962804436683655,"POLYGON ((373 1160, 373 1199, 315 1199, 315 1160, 373 1160))"
43,106.0,928.0,132.0,950.0,Tree,0.4168214201927185,"POLYGON ((132 928, 132 950, 106 950, 106 928, 132 928))"
44,17.0,800.0,40.0,821.0,Tree,0.39759692549705505,"POLYGON ((40 800, 40 821, 17 821, 17 800, 40 800))"
45,76.0,800.0,133.0,833.0,Tree,0.39515966176986694,"POLYGON ((133 800, 133 833, 76 833, 76 800, 133 800))"
46,185.0,1174.0,214.0,1198.0,Tree,0.3708151876926422,"POLYGON ((214 1174, 214 1198, 185 1198, 185 1174, 214 1174))"
47,44.0,1183.0,83.0,1199.0,Tree,0.3218758702278137,"POLYGON ((83 1183, 83 1199, 44 1199, 44 1183, 83 1183))"
48,377.0,1015.0,399.0,1053.0,Tree,0.3199721574783325,"POLYGON ((399 1015, 399 1053, 377 1053, 377 1015, 399 1015))"
49,68.0,976.0,92.0,1005.0,Tree,0.30781638622283936,"POLYGON ((92 976, 92 1005, 68 1005, 68 976, 92 976))"
50,373.0,801.0,400.0,830.0,Tree,0.2967323958873749,"POLYGON ((400 801, 400 830, 373 830, 373 801, 400 801))"
51,99.0,1160.0,127.0,1186.0,Tree,0.28126898407936096,"POLYGON ((127 1160, 127 1186, 99 1186, 99 1160, 127 1160))"
52,217.0,1184.0,245.0,1199.0,Tree,0.27821603417396545,"POLYGON ((245 1184, 245 1199, 217 1199, 217 1184, 245 1184))"
53,222.0,801.0,281.0,851.0,Tree,0.27757570147514343,"POLYGON ((281 801, 281 851, 222 851, 222 801, 281 801))"
54,0.0,803.0,15.0,839.0,Tree,0.26556330919265747,"POLYGON ((15 803, 15 839, 0 839, 0 803, 15 803))"
55,250.0,900.0,279.0,931.0,Tree,0.2620489299297333,"POLYGON ((279 900, 279 931, 250 931, 250 900, 279 900))"
56,0.0,952.0,16.0,992.0,Tree,0.25983163714408875,"POLYGON ((16 952, 16 992, 0 992, 0 952, 16 952))"
57,149.0,1046.0,173.0,1069.0,Tree,0.24939219653606415,"POLYGON ((173 1046, 173 1069, 149 1069, 149 1046, 173 1046))"
58,262.0,947.0,292.0,977.0,Tree,0.24828238785266876,"POLYGON ((292 947, 292 977, 262 977, 262 947, 292 947))"
59,48.0,800.0,83.0,815.0,Tree,0.22936491668224335,"POLYGON ((83 800, 83 815, 48 815, 48 800, 83 800))"
60,0.0,842.0,18.0,879.0,Tree,0.22623391449451447,"POLYGON ((18 842, 18 879, 0 879, 0 842, 18 842))"
0,154.0,1200.0,191.0,1236.0,Tree,0.7626326084136963,"POLYGON ((191 1200, 191 1236, 154 1236, 154 1200, 191 1200))"
1,0.0,1483.0,30.0,1537.0,Tree,0.721644401550293,"POLYGON ((30 1483, 30 1537, 0 1537, 0 1483, 30 1483))"
2,0.0,1542.0,33.0,1575.0,Tree,0.7076650857925415,"POLYGON ((33 1542, 33 1575, 0 1575, 0 1542, 33 1542))"
3,293.0,1482.0,353.0,1535.0,Tree,0.6620273590087891,"POLYGON ((353 1482, 353 1535, 293 1535, 293 1482, 353 1482))"
4,1.0,1370.0,64.0,1446.0,Tree,0.660338282585144,"POLYGON ((64 1370, 64 1446, 1 1446, 1 1370, 64 1370))"
5,259.0,1263.0,308.0,1322.0,Tree,0.6463415026664734,"POLYGON ((308 1263, 308 1322, 259 1322, 259 1263, 308 1263))"
6,35.0,1226.0,91.0,1283.0,Tree,0.6375695466995239,"POLYGON ((91 1226, 91 1283, 35 1283, 35 1226, 91 1226))"
7,239.0,1224.0,279.0,1268.0,Tree,0.631068766117096,"POLYGON ((279 1224, 279 1268, 239 1268, 239 1224, 279 1224))"
8,133.0,1374.0,195.0,1442.0,Tree,0.626532256603241,"POLYGON ((195 1374, 195 1442, 133 1442, 133 1374, 195 1374))"
9,32.0,1520.0,71.0,1561.0,Tree,0.6220783591270447,"POLYGON ((71 1520, 71 1561, 32 1561, 32 1520, 71 1520))"
10,80.0,1338.0,143.0,1397.0,Tree,0.6179343461990356,"POLYGON ((143 1338, 143 1397, 80 1397, 80 1338, 143 1338))"
11,89.0,1492.0,190.0,1594.0,Tree,0.6117410659790039,"POLYGON ((190 1492, 190 1594, 89 1594, 89 1492, 190 1492))"
12,102.0,1200.0,148.0,1241.0,Tree,0.6074207425117493,"POLYGON ((148 1200, 148 1241, 102 1241, 102 1200, 148 1200))"
13,321.0,1200.0,382.0,1234.0,Tree,0.6063182950019836,"POLYGON ((382 1200, 382 1234, 321 1234, 321 1200, 382 1200))"
14,84.0,1426.0,149.0,1495.0,Tree,0.6027034521102905,"POLYGON ((149 1426, 149 1495, 84 1495, 84 1426, 149 1426))"
15,274.0,1204.0,324.0,1260.0,Tree,0.5982792973518372,"POLYGON ((324 1204, 324 1260, 274 1260, 274 1204, 324 1204))"
16,283.0,1537.0,348.0,1597.0,Tree,0.5938491821289062,"POLYGON ((348 1537, 348 1597, 283 1597, 283 1537, 348 1537))"
17,241.0,1470.0,286.0,1518.0,Tree,0.5930781960487366,"POLYGON ((286 1470, 286 1518, 241 1518, 241 1470, 286 1470))"
18,362.0,1271.0,399.0,1316.0,Tree,0.5905999541282654,"POLYGON ((399 1271, 399 1316, 362 1316, 362 1271, 399 1271))"
19,212.0,1387.0,275.0,1453.0,Tree,0.5830994844436646,"POLYGON ((275 1387, 275 1453, 212 1453, 212 1387, 275 1387))"
20,0.0,1309.0,35.0,1356.0,Tree,0.5778319239616394,"POLYGON ((35 1309, 35 1356, 0 1356, 0 1309, 35 1309))"
21,0.0,1255.0,32.0,1300.0,Tree,0.5776472091674805,"POLYGON ((32 1255, 32 1300, 0 1300, 0 1255, 32 1255))"
22,270.0,1419.0,337.0,1485.0,Tree,0.5755283832550049,"POLYGON ((337 1419, 337 1485, 270 1485, 270 1419, 337 1419))"
23,151.0,1310.0,200.0,1359.0,Tree,0.5700315833091736,"POLYGON ((200 1310, 200 1359, 151 1359, 151 1310, 200 1310))"
24,191.0,1450.0,241.0,1504.0,Tree,0.560774564743042,"POLYGON ((241 1450, 241 1504, 191 1504, 191 1450, 241 1450))"
25,54.0,1480.0,96.0,1519.0,Tree,0.5555601119995117,"POLYGON ((96 1480, 96 1519, 54 1519, 54 1480, 96 1480))"
26,187.0,1506.0,246.0,1570.0,Tree,0.5529163479804993,"POLYGON ((246 1506, 246 1570, 187 1570, 187 1506, 246 1506))"
